"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_Galan","mean_Female_Galan","mean_other_Galan","sd_Male_Galan","sd_Female_Galan","sd_other_Galan","mean_Fruits_galan","mean_Seeds_galan","mean_Leaves_galan","mean_Flowers_galan","mean_Animal_galan","sd_Fruits_galan","sd_Seeds_galan","sd_Leaves_galan","sd_Flowers_galan","sd_Animals_galan","IVSO_prop","IVSOint","superfamily"
"742","pop","Presbytis_melalophos","Banded Langur","Way Kambas National Park, Sumatra","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"743","pop","Presbytis_melalophos","Banded Langur","Kuala Lampat, Malaysia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.59,6.47,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"745","pop","Presbytis_natunae","Natuna Leaf Monkey","Bunguran, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MF","MFF",0.5,"groups","one","none","AR",NA,NA,7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"747","pop","Presbytis_potenziani","Mentawai Island Langur","Betumonga, Mentawai Island","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,1,"none","MF","MF",1,"groups","one","none","AR",6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"748","pop","Presbytis_potenziani","Mentawai Island Langur","Peleonan Forest, Sumatra","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.14,6.41,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"750","pop","Presbytis_rubicunda","Red/Maroon Langur","Sabangau Forest, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,"none","MFF","MFF",1,"groups","one","yes","AR",6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"751","pop","Presbytis_rubicunda","Red/Maroon Langur","Wehea Forest, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"752","pop","Presbytis_rubicunda","Red/Maroon Langur","Sabah, Borneo","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",6.22,6.04,6.13,NA,NA,NA,19.2,30.1,37.6,11.1,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"755","pop","Presbytis_thomasi","Thomas' Langur","Gunung Leuser National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,"wp","MFF","MFF",1,"groups","one","none","AR",6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"756","pop","Presbytis_thomasi","Thomas' Langur","Bukit Lawang, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"wp","MFF","MFF",1,"groups","one","none","AR",6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"757","pop","Presbytis_thomasi","Thomas' Langur","Ketambe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,"wp","MFF","MFF",0.928571429,"groups","one","yes","AR",6.77,6.69,6.73,NA,NA,NA,36.1,NA,44.2,3.6,6.4,NA,NA,NA,NA,NA,0.071428571,0,"Cercopithecoidea"
"759","pop","Procolobus_verus","Olive Colobus","Taï National Park, Ivory Coast","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,1,NA,7,2,4,NA,NA,NA,NA,NA,NA,2,14,2,"wp","MFF","MFF",0.5,"groups","one","yes","AR",4.7,4.2,4.45,NA,NA,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0.5,7,"Cercopithecoidea"
"760","pop","Procolobus_verus","Olive Colobus","Tiwai, Sierra Leone","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","yes","AR",4.7,4.2,4.45,NA,NA,NA,9,8,80,4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"762","pop","Prolemur_simus","Greater Bamboo Lemur","Ranomafana National Park, Madagascar","Forest",0,1,"closed",1,"Cathemeral",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",1.769,2.2,2.085,0.663266161,0.070710678,0.51618795,0.5,NA,NA,1,NA,NA,NA,NA,NA,NA,0.5,1,"Lemuroidea"
"769","pop","Propithecus_edwardsi","Milne-Edwards' Sifaka","Ranomafana National Park, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,12,NA,13,13,16,NA,NA,NA,NA,NA,NA,NA,54,3,"wp","FFMM","FFMM",0.296296296,"groups","one","none","AR",5.59,5.895,NA,NA,NA,NA,40,NA,56,3,1,NA,NA,NA,NA,NA,0.703703704,38,"Lemuroidea"
"771","pop","Propithecus_perrieri","Perrier's Sifaka","Analerema, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FMM",0.5,"groups"," ","none","AR",4.22,4.44,4.49,NA,NA,NA,17.5,0.75,50,27.2,NA,NA,NA,NA,NA,NA,0.5,1,"Lemuroidea"
"774","pop","Propithecus_verreauxi","Verreaux's Sifaka","Kirindy Forest, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,1,NA,NA,NA,17,NA,8,19,24,1,NA,NA,NA,NA,NA,NA,68,4,"wp","FFMM","FFMM",0.352941176,"groups","one","none","AR",2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.647058824,44,"Lemuroidea"
"775","pop","Propithecus_verreauxi","Verreaux's Sifaka","Ampijoroa, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FFMM","FFMM",0.625,"groups","one","none","AR",2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.375,3,"Lemuroidea"
"776","pop","Propithecus_verreauxi","Verreaux's Sifaka","Hazafotsy, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MFF","FFMM",0.4,"groups","one","none","AR",2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.6,3,"Lemuroidea"
"777","pop","Propithecus_verreauxi","Verreaux's Sifaka","Beza Mahaflahy, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.8,"groups","one","none","AR",2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.2,0,"Lemuroidea"
"778","pop","Propithecus_verreauxi","Verreaux's Sifaka","Berenty, Madagascar","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,2,6,29,NA,NA,NA,NA,NA,NA,NA,39,4,"wp","FFMM","FFMM",0.743589744,"groups","ff","none","AR",2.885,2.87,2.91,0.06363961,0.155563492,0.096436508,29.33,7,56.33,9.66,NA,NA,NA,NA,NA,NA,0.256410256,9,"Lemuroidea"
"781","pop","Pygathrix_nemaeus","Red Shanked Douc","Hin Namno Nationa lProtected Area, Lao PDR","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,1,"wp","FFMM","FFMM",0.666666667,"groups","one","yes","AR",11,8.44,9.72,NA,NA,NA,14,NA,82,4,NA,NA,NA,NA,NA,NA,0.333333333,0,"Cercopithecoidea"
"783","pop","Pygathrix_nigripes","Black Shanked Douc","Nui Chua National Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"784","pop","Pygathrix_nigripes","Black Shanked Douc","Phuoc Binh National Park, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"785","pop","Pygathrix_nigripes","Black Shanked Douc","Seima Biodiversity Conservation Area, Cambodia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,6,NA,10,NA,NA,NA,NA,NA,NA,NA,16,1,"wp","FFMM","FFMM",0.625,"groups","both","none","AR",11.05,8.7,NA,NA,NA,NA,29,NA,54,14,NA,NA,NA,NA,NA,NA,0.375,6,"Cercopithecoidea"
"787","pop","Rhinopithecus_avunculus","Tonkin Snub-Nosed Monkey","Na Hang, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MFF","MFF",1,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,10.17,8.47,52.53,10.17,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"788","pop","Rhinopithecus_avunculus","Tonkin Snub-Nosed Monkey","Khau Ca Forest, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,NA,NA,NA,NA,NA,11,1,"wp","FFMM","FFMM",0.545454545,"groups","ml","none","AR",14,8.5,NA,NA,NA,NA,10.17,8.47,52.53,10.17,NA,NA,NA,NA,NA,NA,0.454545455,5,"Cercopithecoidea"
"790","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Wuyapiya, China","Forest",0,1,"closed",1,"Diurnal",5,NA,NA,NA,NA,NA,NA,18,NA,1,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MFF","MFF",0.947368421,"groups","both","yes","BOTH",15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.052631579,1,"Cercopithecoidea"
"791","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Honglaxueshan National Nature Reserve, Tibet","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,15,NA,4,NA,NA,NA,NA,NA,NA,NA,19,1,"wp","MFF","MFF",0.789473684,"groups","both","none","BOTH",15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.210526316,4,"Cercopithecoidea"
"792","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Deqin, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,1,NA,15,NA,1,NA,NA,NA,NA,NA,NA,NA,17,1,"wp","MFF","MFF",0.882352941,"groups","ml","none","BOTH",15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0.117647059,2,"Cercopithecoidea"
"793","pop","Rhinopithecus_bieti","Yunnan/Black-and-White Snub-Nosed Langur","Yunnan, China","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3,"none","MFF","MFF",1,"groups","both","none","BOTH",15,9.96,12.48,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"795","pop","Rhinopithecus_brelichi","Gray Snub-Nosed Monkey","Gizhou, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"wp","MFF","MFF",0.866666667,"groups","both","yes","BOTH",14.5,8,NA,NA,NA,NA,35,NA,58,28,NA,NA,NA,NA,NA,NA,0.133333333,1,"Cercopithecoidea"
"797","pop","Rhinopithecus_roxellana","Golden Snub-Nosed Monkey","Minshan Mountain, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"wp","MFF","MFF",1,"groups","both","none","BOTH",17.9,11.6,14.75,NA,NA,NA,NA,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"798","pop","Rhinopithecus_roxellana","Golden Snub-Nosed Monkey","Qinling Mountains, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,1,NA,36,NA,2,NA,7,NA,NA,NA,NA,NA,39,7,"wp","MFF","MFF",0.923076923,"groups","both","none","BOTH",17.9,11.6,14.75,NA,NA,NA,NA,14.57,80.86,1.13,NA,NA,NA,NA,NA,NA,0.076923077,3,"Cercopithecoidea"
"800","pop","Rhinopithecus_strykeri","Burmese Snub-Nosed Monkey","Yunnan, China","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MFF","MFF",0.625,"groups","ml","none","BOTH",14,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.375,3,"Cercopithecoidea"
"802","pop","Rungwecebus_kipunji","Kipunji/Highland Mangabey","Southern Higland, Tanzania","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",10,NA,10,NA,NA,NA,27,NA,34,9,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"805","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Cocha Cashu Biological Station, Peru","Forest",0,1,"closed",1,"Diurnal",4,NA,NA,NA,NA,9,NA,11,11,8,1,1,1,NA,NA,NA,NA,40,3,"wp","MFF","FMM",0.275,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.725,29,"Ceboidea"
"806","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,4,4,"wp","FFMM","FFMM",0.5,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,2,"Ceboidea"
"807","pop","Leontocebus_nigricollis","Brown Mantled Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","FMM","FFMM",0.5,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"810","pop","Saguinus_imperator","Emperor Tamarin","Zoobotanical Rio Branco Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","AR",0.474,0.475,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Ceboidea"
"813","pop","Saguinus_labiatus","Red-bellied Tamarin","South and West of Cobija, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.49,0.529,0.51,NA,NA,NA,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"814","pop","Saguinus_labiatus","Red-bellied Tamarin","Tahuamanu Biological Station, Bolivia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","FMM","FMM",0.625,"groups","one","none","AR",0.49,0.529,0.51,NA,NA,NA,58,NA,NA,NA,11,NA,NA,NA,NA,NA,0.375,3,"Ceboidea"
"820","pop","Saguinus_mystax","Mustached Tamarin","Estacion Biologica Padre Isla, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,8,17,NA,NA,NA,NA,NA,NA,NA,26,2,"wp","FFMM","FFMM",0.653846154,"groups","one","yes","AR",0.522,0.545,0.53,NA,NA,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.346153846,8,"Ceboidea"
"821","pop","Saguinus_mystax","Mustached Tamarin","Estacion Biologica Quebrada Blanco, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,2,NA,NA,5,11,NA,NA,NA,NA,NA,NA,NA,18,4,"wp","FFMM","FFMM",0.611111111,"groups","one","none","AR",0.522,0.545,0.53,NA,NA,NA,42.3,NA,NA,NA,40.4,NA,NA,NA,NA,NA,0.388888889,7,"Ceboidea"
"824","pop","Leontocebus_nigricollis","Black Mantled Tamarin","Cuyabeno, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MF","MF",0.875,"groups","one","none",NA,NA,NA,0.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"826","pop","Saguinus_oedipus","Cotton-top Tamarin","Estacion Experimental de Fauna Silvestre de Coloso, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,NA,NA,19,1,"wp","FFMM","FFMM",0.894736842,"groups","one","none","AR",0.418,0.404,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"831","pop","Saimiri_sciureus","Guianan Squirrel Monkey","Ananim Village, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.92,0.723,0.82,NA,NA,NA,92.6,NA,0,7.4,79,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"835","pop","Sapajus_apella","Cuianan Brown Capuchin","Central Suriname Nature Reserve","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.64,2.39,3.01,NA,NA,NA,50.9,3.5,3.5,3.5,24.6,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"836","pop","Sapajus_apella","Cuianan Brown Capuchin","Cocha cashu biological station, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.64,2.39,3.01,NA,NA,NA,50.9,3.5,3.5,3.5,24.6,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"837","pop","Sapajus_apella","Cuianan Brown Capuchin","Iguazu national park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",3.64,2.39,3.01,NA,NA,NA,50.9,3.5,3.5,3.5,24.6,NA,NA,NA,NA,NA,0.333333333,0,"Ceboidea"
"838","pop","Sapajus_apella","Cuianan Brown Capuchin","Nouragues Field Station French, Guiana","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",3.64,2.39,3.01,NA,NA,NA,50.9,3.5,3.5,3.5,24.6,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"839","pop","Sapajus_apella","Cuianan Brown Capuchin","Tiete ecological park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.64,2.39,3.01,NA,NA,NA,50.9,3.5,3.5,3.5,24.6,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"841","pop","Sapajus_cay","Hooded Capuchin","Rancho Laguna Blanca, Paraguay","Forest_Artificial",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.25,NA,NA,NA,63.82,NA,7.31,0.4,18.08,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"843","pop","Sapajus_flavius","Blond Capuchin","Mata dos macacos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.95,2.15,2.35,NA,NA,0.282842712,53,1.1,5.3,3.6,21,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"845","pop","Sapajus_libidinosus","Bearded Capuchin","Fazenda Boa Vista Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"846","pop","Sapajus_libidinosus","Bearded Capuchin","Serra da Capivara National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"849","pop","Sapajus_nigritus","Black-horned Capuchin","Carlos Botelho State Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,42,NA,20,NA,31,NA,NA,NA,NA,NA,0.333333333,0,"Ceboidea"
"850","pop","Sapajus_nigritus","Black-horned Capuchin","Estacao Biologica de Caratinga, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,42,NA,20,NA,31,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"851","pop","Sapajus_nigritus","Black-horned Capuchin","Iguazu National Park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,42,NA,20,NA,31,NA,NA,NA,NA,NA,0.333333333,2,"Ceboidea"
"852","pop","Sapajus_nigritus","Black-horned Capuchin","Morro da Gloria, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,42,NA,20,NA,31,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"857","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Langtang, Nepal","Forest_Shrubland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"858","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Bhaderwah Forest, India","Forest_Grassland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
