"","sp.pop","Genus_species","Common_name","Population","Habitat_type","Habitat_open","Habitat_closed","Habitat_cat","Habitat_heterogenity","Activity_pattern","DisperseM","DisperseF","solitaryM","solitaryF","Solitary","MF","MF_adult_off","MFF","FMM","FFMM","FF","MM","Sex_specific_group","Sex_specific_solitaryM","Sex_specific_solitaryF","Sibling","Nbr_of_studies","Nbr_social_units","Nbr_papers_for_each_field_sites","IVSO","Main1","Main2","calculation_main_SO","foraging_style","level_of_society","Disruption","Locomotion","mean_Male_all","mean_Female_all","mean_other_all","sd_Male_all","sd_Female_all","sd_other_all","mean_Fruits_all","mean_Seeds_all","mean_Leaves_all","mean_Flowers_all","mean_Animal_all","sd_Fruits_all","sd_Seeds_all","sd_Leaves_all","sd_Flowers_all","sd_Animals_all","IVSO_prop","IVSOint","superfamily"
"826","pop","Leontocebus_nigricollis","Black Mantled Tamarin","Cuyabeno, Ecuador","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,8,1,"wp","MF","MF",0.875,"groups","one","none",NA,NA,NA,0.464,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,1,"Ceboidea"
"828","pop","Saguinus_oedipus","Cotton-top Tamarin","Estacion Experimental de Fauna Silvestre de Coloso, Colombia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,2,17,2,NA,NA,NA,NA,NA,NA,19,1,"wp","FFMM","FFMM",0.894736842,"groups","one","none","AR",0.418333333,0.418,0.41,0.008504901,0.013114877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105263158,2,"Ceboidea"
"833","pop","Saimiri_sciureus","Guianan Squirrel Monkey","Ananim Village, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",0.837333333,0.7695,0.82,0.090891877,0.162808937,NA,92.6,NA,0,7.4,79,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"837","pop","Sapajus_apella","Cuianan Brown Capuchin","Central Suriname Nature Reserve","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"838","pop","Sapajus_apella","Cuianan Brown Capuchin","Cocha cashu biological station, Peru","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"839","pop","Sapajus_apella","Cuianan Brown Capuchin","Iguazu national park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0.333333333,0,"Ceboidea"
"840","pop","Sapajus_apella","Cuianan Brown Capuchin","Nouragues Field Station French, Guiana","Forest_Savanna_Wetland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"841","pop","Sapajus_apella","Cuianan Brown Capuchin","Tiete ecological park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.696666667,2.695,3.01,0.181750745,0.431335137,NA,65.45,7.45,2.3,4.6,24.6,20.57680733,5.586143571,1.697056275,1.555634919,NA,0,0,"Ceboidea"
"843","pop","Sapajus_cay","Hooded Capuchin","Rancho Laguna Blanca, Paraguay","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.25,NA,NA,NA,63.82,NA,7.31,0.4,18.08,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"845","pop","Sapajus_flavius","Blond Capuchin","Mata dos macacos, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",2.82219,2.091665,2.35,0.180750635,0.082498148,0.282842712,53,1.1,5.3,3.6,21,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"847","pop","Sapajus_libidinosus","Bearded Capuchin","Fazenda Boa Vista Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"848","pop","Sapajus_libidinosus","Bearded Capuchin","Serra da Capivara National Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,2,"none","FFMM","FFMM",1,"groups","one","none","AR",3.1,1.975,2.537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Ceboidea"
"851","pop","Sapajus_nigritus","Black-horned Capuchin","Carlos Botelho State Park, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.333333333,0,"Ceboidea"
"852","pop","Sapajus_nigritus","Black-horned Capuchin","Estacao Biologica de Caratinga, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FFMM","FFMM",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0,0,"Ceboidea"
"853","pop","Sapajus_nigritus","Black-horned Capuchin","Iguazu National Park, Argentina","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,9,3,"wp","FFMM","FFMM",0.666666667,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0.333333333,2,"Ceboidea"
"854","pop","Sapajus_nigritus","Black-horned Capuchin","Morro da Gloria, Brazil","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,3.7,NA,NA,NA,31.135,NA,28.035,NA,27.25,15.36543036,NA,11.36320597,NA,5.303300859,0,0,"Ceboidea"
"859","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Langtang, Nepal","Forest_Rocky_Shrubland",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"860","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Bhaderwah Forest, India","Forest_Grassland_Rocky",1,1,"both",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"861","pop","Semnopithecus_ajax","Himalayan/Kashmir Grey Langur","Machiara National Park, Pakistan","Forest_Grassland_Shrubland",1,1,"both",3,"Diurnal",4,NA,NA,NA,NA,NA,NA,2,NA,7,NA,1,NA,NA,NA,NA,NA,9,1,"wp","FFMM","FFMM",0.777777778,"groups","one","none","BOTH",20.15,NA,20.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.222222222,1,"Cercopithecoidea"
"865","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Rajasthan, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,"none","MFF","MFF",1,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0,0,"Cercopithecoidea"
"866","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,14,NA,NA,NA,NA,NA,NA,NA,22,3,"wp","FFMM","FFMM",0.636363636,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.363636364,8,"Cercopithecoidea"
"867","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Shimla, Himachal Padresh","Artificial",0,0,"",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,4,1,"wp","FFMM","FFMM",0.75,"groups","one","none","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.25,1,"Cercopithecoidea"
"868","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Jodhpur, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,2,"none","MFF","MFF",1,"groups","one","yes","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0,0,"Cercopithecoidea"
"869","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Ghats, India","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MF","MF",1,"groups","one","none","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0,0,"Cercopithecoidea"
"870","pop","Semnopithecus_entellus","Hanuman/Northern Plain Grey Langur","Jessore, Bangladesh","Artificial_Grassland_Shrubland",1,0,"open",3,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,6,NA,NA,NA,NA,NA,NA,NA,7,1,"wp","FFMM","FFMM",0.857142857,"groups","one","none","T",16.03333333,11.46333333,11.44,2.706165799,1.469364942,NA,53.2,NA,41.15,5.7,NA,NA,NA,3.040559159,4.666904756,NA,0.142857143,1,"Cercopithecoidea"
"873","pop","Semnopithecus_hypoleucos","Black-Footed Grey Langur","Gerusoppa, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none","BOTH",13.725,10.875,13.1,1.449568901,0.813172798,NA,29,NA,58,7,NA,0,NA,0,0,NA,0,0,"Cercopithecoidea"
"876","pop","Semnopithecus_schistaceus","Nepal Grey langur","Ramnagar, Nepal","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,6,3,"wp","FFMM","FFMM",0.833333333,"groups","one","none","BOTH",19.15,14.40666667,17,0.070710678,1.920451336,NA,20,NA,56.5,8.5,1.7,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"878","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Pagai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",4,NA,NA,NA,NA,9,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,20,1,"wp","MFF","MFF",0.5,"groups","one","none","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.5,10,"Cercopithecoidea"
"879","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Mentawai Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"none","MFF","MFF",1,"groups","one","yes","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"880","pop","Simias_concolor","Pig-tailed Langur / Simakobu Monkey","Siberut Island, Indonesia","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,"wp","MFF","MFF",0.888888889,"groups","one","yes","AR",8.925,6.95,7.97,0.318198052,0.212132034,NA,30,15,35,15,2,NA,NA,NA,NA,NA,0.111111111,0,"Cercopithecoidea"
"882","pop","Symphalangus_syndactylus","Siamang","Ketambe Research Station, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"none","MF","MF",1,"groups","one","yes","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0,0,"Hominoidea"
"883","pop","Symphalangus_syndactylus","Siamang","Pahang, Malaysia","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"none","MF","MF",1,"groups","one","none","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0,0,"Hominoidea"
"884","pop","Symphalangus_syndactylus","Siamang","Bukit Barisan Selatan National Park, Sumatra, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,18,NA,20,8,NA,NA,NA,NA,NA,NA,NA,NA,46,4,"wp","MFF","MFF",0.434782609,"groups","one","yes","AR",11.4,10.7,11.3,0.707106781,0,NA,49.0625,NA,24.65,6.5,12.00333333,11.29597089,NA,10.81873375,7.778174593,10.81110694,0.565217391,25,"Hominoidea"
"886","pop","Tarsius_bancanus","Western Tarsier","Sabah, Borneo","Forest",0,1,"closed",1,"Nocturnal",NA,NA,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"none","solitary","solitary",1,"solitary","one","none",NA,0.12183,0.1169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"889","pop","Tarsius_lariang","Lariang Tarsier","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MF","MF",1,"groups","one","none","AR",0.118,0.102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"892","pop","Tarsius_pumilus","Sulawesi Mountain/Pygmy Tariser","Lore Lindu National Park, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","FMM","FMM",1,"groups","one","none","AR",0.0491,0.052,0.055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"894","pop","Tarsius_sangirensis","Great Sangihe Tarsier","Sangihe Island","Artificial_Forest_Grassland_Wetland",1,1,"both",4,"Nocturnal",NA,NA,1,1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,1,"wp","MF","MF",0.6,"solitary_groups","one","none","AR",0.135,0.15,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,2,"Tarsioidea"
"896","pop","Tarsius_syrichta","Philippine Tarsier","Bohol Island, Philippine","Forest_Rocky",1,1,"both",2,"Nocturnal",NA,NA,5,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"wp","solitary","solitary",0.833333333,"solitary_groups","one","none","AR",0.138,0.1195,NA,0.003535534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,"Tarsioidea"
"897","pop","Tarsius_syrichta","Philippine Tarsier","Leyte Island, Philippine","Forest",0,1,"closed",1,"Nocturnal",NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","solitary","solitary",1,"solitary","one","none","AR",0.138,0.1195,NA,0.003535534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Tarsioidea"
"899","pop","Tarsius_tarsier","Spectral/Selayar Tarsier","Tangkoko Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Nocturnal",NA,NA,NA,NA,NA,34,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,42,4,"wp","MF","MF",0.80952381,"groups","one","none","AR",0.131,0.1175,0.122,0.007071068,0.00212132,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0.19047619,7,"Tarsioidea"
"903","pop","Theropithecus_gelada","Gelada Baboon","Simien Mountain National Park, Ethiopia","Grassland",1,0,"open",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,15,5,"wp","MFF","MFF",0.6,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,94.6,NA,2.8,NA,NA,NA,NA,NA,0.4,6,"Cercopithecoidea"
"904","pop","Theropithecus_gelada","Gelada Baboon","Arsi, Ethiopia","Artificial_Grasslands_Rocky_Shrubland",1,0,"open",4,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,"wp","MFF","FFMM",0.5,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,94.6,NA,2.8,NA,NA,NA,NA,NA,0.5,1,"Cercopithecoidea"
"905","pop","Theropithecus_gelada","Gelada Baboon","Gado Goro, Ethiopia","Grassland_Wetland",1,1,"both",2,"Diurnal",1,NA,NA,NA,NA,2,NA,17,1,2,NA,NA,NA,NA,NA,NA,NA,22,2,"wp","MFF","MFF",0.772727273,"groups","ml","none","T",19,11.7,NA,NA,NA,NA,NA,NA,94.6,NA,2.8,NA,NA,NA,NA,NA,0.227272727,4,"Cercopithecoidea"
"907","pop","Trachypithecus_auratus","Javan Lutung","Pangandaran Nature Reserve, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,"none","MFF","MFF",1,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,25.79,3.855,53.64166667,10.11,1,11.8314961,0.205060967,9.244739495,5.44741223,NA,0,0,"Cercopithecoidea"
"908","pop","Trachypithecus_auratus","Javan Lutung","Bromo Tengger Semeru National Park, Indonesia","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,4,2,"none","FFMM","FFMM",1,"groups","one","none","AR",7.1,NA,NA,NA,NA,NA,25.79,3.855,53.64166667,10.11,1,11.8314961,0.205060967,9.244739495,5.44741223,NA,0,0,"Cercopithecoidea"
"911","pop","Trachypithecus_cristatus","Silvered leaf Monkey","Klang, Malaya","Forest_Wetland",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,1,"none","FFMM","FFMM",1,"groups","one","none","AR",6.78,5.74,6.25,0.219696761,0.056568542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"914","pop","Trachypithecus_francoisi","François' Langur","Nonggang Nature Reserve, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,5,3,"wp","FFMM","FFMM",0.6,"groups","ff","yes","BOTH",7.733333333,7.08,7.52,0.700594985,0.345976878,NA,19.03333333,14.2,68.5,6.266666667,NA,9.188217092,NA,17.08771489,1.250333289,NA,0.4,2,"Cercopithecoidea"
"915","pop","Trachypithecus_francoisi","François' Langur","Fusui Reserve, China","Forest_Rocky",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,"none","MFF","MFF",1,"groups","one","none","BOTH",7.733333333,7.08,7.52,0.700594985,0.345976878,NA,19.03333333,14.2,68.5,6.266666667,NA,9.188217092,NA,17.08771489,1.250333289,NA,0,0,"Cercopithecoidea"
"917","pop","Trachypithecus_geei","Golden Langur","Ripu Reserve Forest, Inda","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,8,NA,2,NA,NA,NA,NA,NA,NA,NA,10,1,"none","MFF","MFF",0.8,"groups","one","none","AR",10.8,9.5,10.15,NA,NA,NA,21,NA,44,6,NA,NA,NA,NA,NA,NA,0.2,1,"Cercopithecoidea"
"919","pop","Trachypithecus_germaini","Germain's Langur","Nui To Mountain, Vietnam","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","yes","AR",NA,NA,7.79,NA,NA,1.470782105,18.4,NA,77.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"920","pop","Trachypithecus_germaini","Germain's Langur","Dong Phou Vieng National Protected Area, Lao PDR","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",NA,NA,7.79,NA,NA,1.470782105,18.4,NA,77.3,2.4,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"923","pop","Trachypithecus_johnii","Nilgiri Langur","Parimbukulam Tiger reserve, India","Forest",0,1,"closed",1,"Diurnal",1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"924","pop","Trachypithecus_johnii","Nilgiri Langur","Nelliyampathy Reserve Forest, India","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"none","MFF","MFF",1,"groups","one","yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"925","pop","Trachypithecus_johnii","Nilgiri Langur","Silent Valley Natonal Park, India","Forest",0,1,"closed",1,"Diurnal",8,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,12,1,"none","FFMM","FFMM",1,"groups","one","none",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"Cercopithecoidea"
"928","pop","Trachypithecus_obscurus","Dusky/Spectacled Leaf Monkey","Penang, Malaysia","Forest_Grassland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,3,2,"wp","MFF","MFF",0.666666667,"groups","one","none","AR",7.665,6.35,6.99,0.220680765,0.301827765,NA,42.65,3,53.1,27.75,NA,6.576093065,NA,6.929646456,32.88046533,NA,0.333333333,0,"Cercopithecoidea"
"929","pop","Trachypithecus_obscurus","Dusky/Spectacled Leaf Monkey","Bangi Permanent Forest Reserve, Malaysia","Artificial_Forest",0,1,"closed",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,"none","MFF","MFF",1,"groups","one","none","AR",7.665,6.35,6.99,0.220680765,0.301827765,NA,42.65,3,53.1,27.75,NA,6.576093065,NA,6.929646456,32.88046533,NA,0,0,"Cercopithecoidea"
"931","pop","Trachypithecus_phayrei","Phayre's leaf Monkey","Phu Khieo Wildlife Sanctuary, Thailand","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,8,NA,NA,NA,NA,NA,NA,NA,18,6,"wp","MFF","MFF",0.555555556,"groups","one","yes","AR",7.9,6.625,7.44,0.042426407,0.459619408,NA,15.55,23.2,53.5,NA,NA,12.51579003,NA,6.929646456,NA,NA,0.444444444,7,"Cercopithecoidea"
"933","pop","Trachypithecus_pileatus","Capped Langur","Pakhui Wildlife Sanctuary","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,NA,NA,NA,NA,NA,7,4,"wp","MFF","MFF",0.857142857,"groups","one","none","AR",4.851666667,3.97,10.93,6.190638766,5.100950892,NA,25.95,9,46.3,12.95,NA,2.757716447,NA,9.475230868,8.414570696,NA,0.142857143,1,"Cercopithecoidea"
"935","pop","Trachypithecus_poliocephalus","Cat Ba Langur","Cua Dong, Cat Ba Island","Forest_Shrubland",1,1,"both",2,"Diurnal",NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,6,2,"wp","MFF","MFF",0.833333333,"groups","one","none","BOTH",9.125,7.35,7.45,0.530330086,0,0.519615242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666667,1,"Cercopithecoidea"
"936","pop","Trachypithecus_poliocephalus","Cat Ba Langur","Fusui Reserve, China","Forest",0,1,"closed",1,"Diurnal",NA,NA,NA,NA,NA,NA,NA,10,NA,1,NA,1,NA,NA,NA,NA,NA,11,1,"wp","MFF","MFF",0.909090909,"groups","one","yes","BOTH",9.125,7.35,7.45,0.530330086,0,0.519615242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.090909091,1,"Cercopithecoidea"
